Doctor_Id,License_Number,Doctor_Name,Gender
716,227562.0,Gregory Sund,Male
717,221179.0,Gretchen Loebel,Female
718,57560.0,Guy Sciortino,Male
719,211121.0,Gyorgy Abel,Male
720,277501.0,Haddon Pantel,Transgender
721,213066.0,Haleh Rokni,Female
722,29477.0,Hal Freeman,Male
723,265200.0,Handan Gunduz-Bruce,Male
724,238443.0,Hannah Galvin,Transgender
725,292212.0,Hannah Noah,Transgender
726,219366.0,Hans Agrawal,Female
727,32001.0,Harold Goodman,Transgender
728,35053.0,Harry Morehead,Transgender
729,32594.0,Heather Day,Female
730,232287.0,Heather Elias,Female
731,246333.0,Heather Ford,Female
732,287920.0,Heather Love,Male
733,79864.0,Heidi Freliech,Female
734,250879.0,Helena Mccracken,Female
735,254783.0,Helen Moreira,Transgender
736,290213.0,Hema Venigalla,Transgender
737,25124.0,Herbert Ruben,Male
738,34697.0,Hillel Hochman,Male
739,271133.0,Holly Mehr,Male
740,221242.0,Holly Michaelson,Male
741,80527.0,Hop Ngoc,Transgender
742,50728.0,Howard Bauchner,Male
743,29215.0,H. Stephen,Male
744,154239.0,Humaira Mahmud,Male
745,43731.0,Humphrey Morris,Transgender
746,205650.0,Iain Fraser,Female
747,273819.0,Ian Hsu,Male
748,38835.0,Ignacio Gomez-Tellez,Male
749,204946.0,Ihuoma Alozie-Uddoh,Male
750,255678.0,Ilevba Osarenkhoe,Male
751,269872.0,Illya Tolokh,Transgender
752,80368.0,Imad Khreim,Female
753,161192.0,Indra Frank,Transgender
754,244605.0,Indurashmi Mayakrishnan,Female
755,21135.0,Ingrid Gifford,Female
756,267890.0,Iqra Javeed,Male
757,37056.0,Ira Addes,Male
758,256535.0,Irene Coletsos,Male
759,274460.0,Ivia Rivera,Male
760,287075.0,Jack Campbell,Female
761,37874.0,Jack Shonkoff,Transgender
762,258759.0,Jacob Schauer,Transgender
763,250994.0,Jaisa Olasky,Male
764,282686.0,Jakob Sieker,Male
765,254307.0,Jalil Afnan,Male
766,216515.0,James Christian,Female
767,29034.0,James Dalsimer,Male
768,274239.0,James Dawson,Female
769,42612.0,James Frosch,Female
770,290502.0,James Hendele,Female
771,77554.0,James John,Transgender
772,266599.0,James Kotick,Male
773,159177.0,James Ku,Transgender
774,31603.0,James Longcope,Male
775,50961.0,James Mcanulty,Male
776,277675.0,James Mckenzie,Female
777,203494.0,James Most,Female
778,37120.0,James Nolan,Transgender
779,262603.0,James Palmer,Transgender
780,157110.0,James Streisand,Male
781,257551.0,Jamila Harris,Transgender
782,257886.0,Jana Cable,Female
783,216969.0,Jana Hudcova,Transgender
784,54021.0,Jane Cross,Male
785,73545.0,Janet Clarice,Male
786,243825.0,Janis Samantha,Male
787,273818.0,Jasmin Darling,Transgender
788,227738.0,Jason Sager,Male
789,258732.0,Jaya Padmanabhan,Male
790,59597.0,Jay Schnitzer,Male
791,40658.0,Jay Sprong,Female
792,213878.0,Jeanette Callahan,Male
793,52029.0,Jean Fechheimer,Transgender
794,155016.0,Jean Kim,Transgender
795,59546.0,Jeffrey Lawrenc,Male
796,58788.0,Jeffrey Macklis,Female
797,156680.0,Jeffrey Marx,Transgender
798,33800.0,Jeffrey Ross,Male
799,39537.0,Jeffrey Simmons,Female
800,282768.0,Jennie Krasker,Transgender
801,205237.0,Jennifer Alicia,Male
802,212808.0,Jennifer Grillo,Male
803,242784.0,Jennifer Lyons,Male
804,238498.0,Jennifer Retsinas,Male
805,218890.0,Jennifer Verbesey,Transgender
806,75391.0,Jenny Fanny,Male
807,283474.0,Jeremy Dressler,Transgender
808,230001.0,Jeremy Duffield,Female
809,154718.0,Jesus Perez,Female
810,291713.0,Jie Yi,Female
811,292864.0,Jillian Kazley,Transgender
812,220469.0,Jill Melendez,Male
813,281956.0,Jill Satorie,Female
814,265449.0,Jingjing Sherman,Male
815,258533.0,Joan Lee,Female
816,57413.0,Joel Rosen,Transgender
817,232430.0,Joel Sawady,Transgender
818,81438.0,Joel Stemmer-Frydman,Male
819,262435.0,John Adams,Transgender
820,58949.0,John Braverman,Female
821,158442.0,John Bresette,Female
822,213948.0,John Goldberg,Male
823,160759.0,John Jakimczyk,Female
824,37140.0,John Kania,Transgender
825,79840.0,John Lloyd,Female
826,210262.0,John Martin-Joy,Female
827,281274.0,John Mattimore,Transgender
828,235268.0,John Mauro,Transgender
829,234897.0,John Nicasio,Female
830,30735.0,John Schuler,Female
831,159020.0,John Tilzey,Transgender
832,235553.0,John Tsongalis,Female
833,52968.0,Johnye Ballenger,Female
834,284121.0,Jonathan Abelson,Female
835,273733.0,Jonathan Gall,Transgender
836,74868.0,Jonathan Kapsten,Female
837,246758.0,Jonathan Kruh,Transgender
838,257353.0,Jonathan Reisman,Transgender
839,45270.0,Jonathan Weinberg,Male
840,160454.0,Jonathon Schwartz,Female
841,230079.0,Jordan Gutweiler,Female
842,48961.0,Jorge Veliz,Female
843,265009.0,Jose Flores,Male
844,39240.0,Joseph Adolph,Transgender
845,288579.0,Joseph Anaya,Male
846,259612.0,Josepha-Pearl Immanuel,Female
847,204573.0,Joseph Bettencourt,Female
848,29853.0,Joseph Garfield,Female
849,54871.0,Joseph Glenmullen,Transgender
850,273608.0,Joseph Marchese,Female
851,293241.0,Joseph Reses,Male
852,265401.0,Jose Rengifo,Transgender
853,154998.0,Joshua Bernstein,Transgender
854,151346.0,Joshua Ching,Male
855,263587.0,Joshua Orabone,Male
856,257054.0,Joshua Williams,Transgender
857,286703.0,Joy Burke,Transgender
858,246587.0,Joyce Chen,Female
859,77165.0,Juanita Wyatt-Hathaway,Male
860,253576.0,Juan Rodolfo,Transgender
861,54874.0,Judith Johnson,Transgender
862,281872.0,Juliana Anyanwu,Male
863,223876.0,Julianne Hertko-Adams,Male
864,286853.0,Julianne Scott,Transgender
865,255070.0,Julia Saraidaridis,Male
866,270677.0,Julia Shirvan,Female
867,238305.0,Julie Egli,Male
868,211874.0,Julie Lin,Transgender
869,231136.0,Julie Vogel,Female
870,257942.0,Justin Zbrzezny,Female
871,290562.0,Kalvin Kapoor,Male
872,203569.0,Kalyani Murthy,Male
873,277779.0,Kareem Alazem,Transgender
874,253631.0,Karen Ahlert,Male
875,262524.0,Karen Guida,Transgender
876,228045.0,Karen Leitner,Transgender
877,215572.0,Kari Gordon,Male
878,234991.0,Kari Mansour,Transgender
879,230800.0,Karim Elsahwi,Male
880,151291.0,Karim Hamawy,Male
881,218848.0,Karleyton Evans,Male
882,238684.0,Katarina Illanes,Transgender
883,294352.0,Katelyn Soares,Female
884,247001.0,Katharine Ewall,Female
885,155528.0,Katharine Grishaw-Jones,Male
886,273034.0,Katharine Horback,Female
887,266034.0,Katherine Armstrong,Male
888,291306.0,Katherine Cicolello,Female
889,249863.0,Katherine Kessler,Male
890,253399.0,Katherine Mccleary,Transgender
891,74880.0,Kathleen Cleary,Female
892,76122.0,Kathleen Forest,Female
893,205138.0,Kathleen Petruska,Transgender
894,258813.0,Kathryn Giblin,Transgender
895,204609.0,Katrin Uhlig,Male
896,239288.0,Kavya Chitra,Female
897,290177.0,Keith Wharton,Transgender
898,283134.0,Kendall Griffith,Transgender
899,79093.0,Kenneth Gabriel,Female
900,75828.0,Kenneth Paul,Transgender
901,31739.0,Kenneth Stampfer,Transgender
902,269262.0,Kevin Crotty,Female
903,269868.0,Kevin Leadholm,Male
904,245733.0,Kevin Majeres,Transgender
905,266893.0,Kimberly Kilfoyle,Female
906,54787.0,Kim Liponis,Female
907,158052.0,Kitsa Kondylis,Female
908,266662.0,Kristen Deschene,Female
909,259016.0,Kristen Kelly,Transgender
910,156631.0,Kristin Dardano,Transgender
911,59709.0,Kristin Hannibal,Transgender
912,58012.0,Kuei Kwun,Transgender
913,160923.0,Kyong-Mee Kim,Transgender
914,259192.0,Lara Maclachlan,Transgender
915,238747.0,Larisa Davydova,Female
916,276801.0,Larry Schibuk,Male
917,287915.0,Laura Gineo,Transgender
918,265299.0,Laura Miller,Transgender
919,153451.0,Laura Niklason,Female
920,213271.0,Laura Safar,Transgender
921,72105.0,Laura Sanders,Male
922,213337.0,Laura Scharf,Transgender
923,230425.0,Laura Warren,Male
924,160039.0,Laura Wolsko,Male
925,274977.0,Laurel Jean,Male
926,230228.0,Lauren Lagrega,Female
927,230898.0,Lawrence Lee,Transgender
928,155555.0,Lawrence Park,Female
929,261220.0,Leah Schweitzer,Female
930,45405.0,Lee Keung,Male
931,234103.0,Leila Khorashadi,Transgender
932,273604.0,Lei Li,Transgender
933,235646.0,Lelan Sillin,Transgender
934,75135.0,Lenore Von,Male
935,59881.0,Leo Joseph,Female
936,74218.0,Leonard Barbarisi,Female
937,151270.0,Leonid Kotkin,Female
938,235786.0,Leo Tchong,Male
939,156132.0,Leslie Go,Female
940,203471.0,Leslie Macdonald,Transgender
941,78256.0,Leslie Shinobu,Transgender
942,277547.0,Li Er,Female
943,281927.0,Lily Chan,Transgender
944,258799.0,Lily Wu,Male
945,56101.0,Linda Leavenworth,Female
946,155148.0,Linda Margiloff,Transgender
947,291663.0,Linda Wendell,Transgender
948,37625.0,Linda Yaffe,Transgender
949,209955.0,Lior Givon,Transgender
950,205372.0,Lisa Ferzoco,Female
951,288364.0,Lisa Hsu,Male
952,80978.0,Lisa Kaljot,Transgender
953,217986.0,Lisa Natkin,Male
954,75460.0,Lori Ellen,Transgender
955,226597.0,Lori Sheehan,Male
956,77396.0,Lori Viscogliosi,Female
957,207754.0,Louisa Kalsner,Male
958,216911.0,Louis Liou,Female
959,76996.0,Luanne Rich,Transgender
960,236035.0,Lucy Flynn,Transgender
961,158402.0,Maddie Yue,Transgender
962,48500.0,Madeleine Fay,Female
963,79285.0,Madeline Albert,Female
964,246450.0,Madhuri Shors,Male
965,266747.0,Mahmoud Abdelrazek,Transgender
966,247014.0,Maitriyi Shah,Transgender
967,79845.0,Malcolm Mackenzie,Female
968,259433.0,Manasa Patna,Female
969,238572.0,Mandana Namiranian,Transgender
970,152538.0,Mandar Jog,Transgender
971,205433.0,Manoj Reddy,Female
972,81947.0,Manuela Orjuela,Female
973,269652.0,Marcela Almeida,Male
974,71001.0,Marc Freedman,Male
975,209935.0,Marc Rosenthal,Female
976,Unknown,"Anne Valez, FNP",Female
977,Unknown," Amy Watson, MD",Transgender
978,Unknown,"Christine Cassel, PA",Male
979,Unknown," Elizabeth Braungart, ND",Transgender
980,Unknown,"Rachael Maina-Delgado, PA",Male
981,Unknown," Jonathan Martin, MD",Male
982,Unknown," Macario Corpuz, MD",Male
983,Unknown," Jay Lorah, DO",Male
984,Unknown," Okosun Ehimare Edoro, MD",Male
985,Unknown,"Shrenik Vyas, NP",Female
986,Unknown,"Eric Hebert, PNP",Transgender
987,Unknown," Shubhada Javlekar, MD",Transgender
988,Unknown,"Keith Shields, PAC",Transgender
989,Unknown,"Hollie Colucci, NP",Transgender
990,Unknown," Joel Stemmer-Frydman, MD",Male
991,Unknown,"Karen Peterson, PAC",Male
992,Unknown," Scott Wilson, MD",Male
993,Unknown,"Brooke Morgan, PA",Transgender
994,Unknown,"Marianne Warren, NP",Male
995,Unknown,"Karen Peterson, PAC",Male
996,Unknown," Leyda Delgado, MD",Transgender
997,Unknown,"Lisa Rappa-Mannion, FNP",Female
998,Unknown," Leyda Delgado, MD",Male
999,Unknown,"Jessica Thoreen, FNP",Female
1000,Unknown," Pamela Grimaldi, DO",Transgender
1001,Unknown,"Christiana Egwim, NP",Female
1002,Unknown," Joseph Grande, DO",Female
1003,Unknown,"Deirdre Couture, NP",Female
1004,Unknown,"Beena Rajagopal, FNP",Male
1005,Unknown,"Christiana Egwim, NP",Female
1006,Unknown,"Jennifer Chrisemer, FNP",Female
1007,Unknown,"Phylis Muthee, NP, ARNP",Female
1008,Unknown,"Mauree Whitaker, NP",Male
1009,Unknown,"Kate Laporte, FNP",Male
1010,Unknown,"Vivek Mallampalli, OD",Male
1011,Unknown," Cheryl DePaolo Jost, OD",Male
1012,Unknown," Nirali Patel, OD",Male
1013,Unknown," Dzenana Idrizovic, OD",Female
1014,Unknown," Diane Ah-Kine Ng Poon Hing, OD",Female
1015,Unknown," Paddy Kalish, OD",Female
1016,Unknown," Gabrielle Nivar, OD",Male
1017,Unknown," Doug Haigh, OD",Male
1018,Unknown," Susan O'Shea, OD",Female
1019,Unknown," Xueling Song, OD",Female
1020,Unknown," Jason Brenner, MD",Transgender
1021,Unknown," Gabriella Velonias, OD",Transgender
1022,Unknown," Irving Weissman, MD",Transgender
1023,Unknown," Nedda Sanayei, MD",Transgender
1024,Unknown," Poonam Doshi, MD",Male
1025,Unknown," Nina Farivari, MD",Male
1026,Unknown," Chelsea Gottschalk, MD",Female
